Код,Номера,Оператор,Регион
901,...,Tele2,Забайкальский край
901,0136699,Tele2,Забайкальский край
901,901-0136700,Tele2,Еврейская АО
901,...,Tele2,Еврейская АО
901,0136799,Tele2,Еврейская АО
901,901-0136800,Tele2,Амурская область
901,...,Tele2,Амурская область
901,0136899,Tele2,Амурская область
901,901-0136900,Tele2,Камчатский край
901,...,Tele2,Камчатский край
901,0136999,Tele2,Камчатский край
901,901-0137000,Tele2,Владимирская область
901,...,Tele2,Владимирская область
901,0137099,Tele2,Владимирская область
901,901-01371xx,МиАТел,Санкт-Петербург
901,01372xx,МиАТел,Санкт-Петербург
901,01373xx,МиАТел,Санкт-Петербург
901,01374xx,МиАТел,Санкт-Петербург
901,01375xx,МиАТел,Санкт-Петербург
901,01376xx,МиАТел,Санкт-Петербург
901,01377xx,МиАТел,Санкт-Петербург
901,01378xx,МиАТел,Санкт-Петербург
901,01379xx,МиАТел,Санкт-Петербург
901,901-0138xxx,МТТ,Алтайский край
901,0139xxx,МТТ,Алтайский край
901,901-014xxxx,Tele2,Краснодарский край
901,015xxxx,Tele2,Краснодарский край
901,016xxxx,Tele2,Краснодарский край
901,901-017xxxx,Tele2,Республика Тыва
901,018xxxx,Tele2,Республика Тыва
901,019xxxx,Tele2,Республика Тыва
901,901-020xxxx,Tele2,Республика Дагестан
901,901-02986xx,Сибинтек,Самарская область
901,02987xx,Сибинтек,Самарская область
901,02988xx,Сибинтек,Самарская область
901,02989xx,Сибинтек,Самарская область
901,02990xx,Сибинтек,Самарская область
901,02991xx,Сибинтек,Самарская область
901,02992xx,Сибинтек,Самарская область
901,02993xx,Сибинтек,Самарская область
901,02994xx,Сибинтек,Самарская область
901,02995xx,Сибинтек,Самарская область
901,02996xx,Сибинтек,Самарская область
901,02997xx,Сибинтек,Самарская область
901,02998xx,Сибинтек,Самарская область
901,901-0299900,МИАТЕЛ,Санкт-Петербург
901,...,МИАТЕЛ,Санкт-Петербург
901,0299999,МИАТЕЛ,Санкт-Петербург
901,901-03xxxxx,Tele2,Ивановская область
901,901-04xxxxx,Tele2,Ярославская область
901,05xxxxx,Tele2,Ярославская область
901,901-06xxxxx,Плинтрон,Москва
901,901-070xxxx,Плинтрон,Санкт-Петербург
901,071xxxx,Плинтрон,Санкт-Петербург
901,072xxxx,Плинтрон,Санкт-Петербург
901,073xxxx,Плинтрон,Санкт-Петербург
901,074xxxx,Плинтрон,Санкт-Петербург
901,901-0750xxx,Мой оператор (Tele2),Москва
901,0751xxx,Мой оператор (Tele2),Москва
901,0752xxx,Мой оператор (Tele2),Москва
901,0753xxx,Мой оператор (Tele2),Москва
901,0754xxx,Мой оператор (Tele2),Москва
901,0755xxx,Мой оператор (Tele2),Москва
901,0756xxx,Мой оператор (Tele2),Москва
901,0757xxx,Мой оператор (Tele2),Москва
901,0758xxx,Мой оператор (Tele2),Москва
901,901-0759xxx,Мой оператор (Tele2),Санкт-Петербург
901,0760xxx,Мой оператор (Tele2),Санкт-Петербург
901,0761xxx,Мой оператор (Tele2),Санкт-Петербург
901,0762xxx,Мой оператор (Tele2),Санкт-Петербург
901,0763xxx,Мой оператор (Tele2),Санкт-Петербург
901,901-0764000,Мой оператор (Tele2),Нижегородская область
901,...,Мой оператор (Tele2),Нижегородская область
901,0764499,Мой оператор (Tele2),Нижегородская область
901,901-0764500,Мой оператор (Tele2),Челябинская область
901,...,Мой оператор (Tele2),Челябинская область
901,0764999,Мой оператор (Tele2),Челябинская область
901,901-0770xxx,Интернод,Москва
901,0771xxx,Интернод,Москва
901,0772xxx,Интернод,Москва
901,0773xxx,Интернод,Москва
901,0774xxx,Интернод,Москва
901,0775xxx,Интернод,Москва
901,0776xxx,Интернод,Москва
901,901-0777xxx,МТТ,Москва
901,901-0778xxx,Интернод,Москва
901,0779xxx,Интернод,Москва
901,078xxxx,Интернод,Москва
901,901-08xxxxx,Tele2,Оренбургская область
901,901-090xxxx,Сим Телеком,Москва
901,091xxxx,Сим Телеком,Москва
901,901-092xxxx,Tele2,Воронежская область
901,093xxxx,Tele2,Воронежская область
901,901-094xxxx,Tele2,Рязанская область
901,901-095xxxx,Tele2,Оренбургская область
901,096xxxx,Tele2,Оренбургская область
901,097xxxx,Tele2,Оренбургская область
901,098xxxx,Tele2,Оренбургская область
901,099xxxx,Tele2,Оренбургская область
901,901-100xxxx,Tele2,Краснодарский край
901,101xxxx,Tele2,Краснодарский край
901,102xxxx,Tele2,Краснодарский край
901,103xxxx,Tele2,Краснодарский край
901,104xxxx,Tele2,Краснодарский край
901,105xxxx,Tele2,Краснодарский край
901,901-106xxxx,Tele2,Ростовская область
901,901-107xxxx,Tele2,Краснодарский край
901,901-108xxxx,МТТ,Омская область
901,901-109xxxx,Tele2,Оренбургская область
901,901-110xxxx,Ростелеком,Тверская область
901,901-111xxxx,Tele2,Красноярский край
901,901-112xxxx,Tele2,Оренбургская область
901,113xxxx,Tele2,Оренбургская область
901,114xxxx,Tele2,Оренбургская область
901,115xxxx,Tele2,Оренбургская область
901,901-116xxxx,МТТ,Москва
901,901-117xxxx,Tele2,Тверская область
901,118xxxx,Tele2,Тверская область
901,119xxxx,Tele2,Тверская область
901,120xxxx,Tele2,Тверская область
901,121xxxx,Tele2,Тверская область
901,122xxxx,Tele2,Тверская область
901,123xxxx,Tele2,Тверская область
901,901-124xxxx,Tele2,Кемеровская область
901,901-125xxxx,Tele2,Тверская область
901,126xxxx,Tele2,Тверская область
901,901-127xxxx,Tele2,Калужская область
901,901-128xxxx,Tele2,Тверская область
901,901-129xxxx,МТТ,Москва
901,901-130xxxx,Tele2,Волгоградская область
901,1310xxx,Tele2,Волгоградская область
901,1311xxx,Tele2,Волгоградская область
901,1312xxx,Tele2,Волгоградская область
901,1313xxx,Tele2,Волгоградская область
901,1314xxx,Tele2,Волгоградская область
901,901-1315000,Tele2,Республика Марий Эл
901,...,Tele2,Республика Марий Эл
901,1315099,Tele2,Республика Марий Эл
901,901-1315100,Tele2,Чувашская Республика
